,age,workclass,education-num,marital-status,occupation,sex,capital-gain,capital-loss,hours-per-week,native-country,wage,capital-gain-bool,target,education_bachelors,education_below-hs,education_doc_prof,education_hs-grad,education_masters
1071,38, Private,9, Married-civ-spouse, Craft-repair,1,0,1902,40, United-States, >50K,0,1,0,0,0,1,0
1072,37, Private,9, Married-civ-spouse, Craft-repair,1,0,0,50, United-States, >50K,0,1,0,0,0,1,0
1073,48, State-gov,16, Married-civ-spouse, Prof-specialty,0,0,1902,46, United-States, >50K,0,1,0,0,1,0,0
1074,17, Private,7, Never-married, Adm-clerical,1,0,0,15, United-States, <=50K,0,0,0,1,0,0,0
1075,19, Self-emp-not-inc,10, Never-married, Craft-repair,1,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
1076,27, Private,13, Never-married, Sales,0,0,1590,40, United-States, <=50K,0,0,1,0,0,0,0
1077,22, Private,13, Never-married, Sales,1,0,0,50, Taiwan, <=50K,0,0,1,0,0,0,0
1078,49, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1079,43, State-gov,11, Married-civ-spouse, Prof-specialty,0,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1080,43, Private,13, Separated, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1081,19, Local-gov,9, Divorced, Exec-managerial,0,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
1082,58, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing,1,0,0,60, United-States, <=50K,0,0,0,0,0,1,0
1083,41, Local-gov,10, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1084,31, Private,10, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1085,30, Private,11, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1086,32, Private,9, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1087,29, Private,13, Never-married, Exec-managerial,1,0,0,35, United-States, <=50K,0,0,1,0,0,0,0
1088,42, Private,10, Married-civ-spouse, Exec-managerial,1,7298,0,52, United-States, >50K,1,1,0,0,0,0,0
1089,38, Private,9, Divorced, Craft-repair,1,0,0,28, United-States, <=50K,0,0,0,0,0,1,0
1090,41, Federal-gov,12, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1091,44, Self-emp-not-inc,13, Never-married, Sales,1,0,0,50, United-States, >50K,0,1,1,0,0,0,0
1092,31, Private,16, Married-spouse-absent, Prof-specialty,1,0,0,60, China, <=50K,0,0,0,0,1,0,0
1093,34, Private,9, Divorced, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1094,21, Private,10, Never-married, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1095,22, Self-emp-not-inc,13, Never-married, Prof-specialty,1,0,0,20, India, <=50K,0,0,1,0,0,0,0
1096,62, Private,6, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
1097,19, ?,9, Never-married, ?,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1098,29, Self-emp-inc,9, Married-civ-spouse, Sales,0,0,1977,25, United-States, >50K,0,1,0,0,0,1,0
1099,43, Private,10, Divorced, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1100,68, ?,4, Married-civ-spouse, ?,1,0,0,8, United-States, <=50K,0,0,0,1,0,0,0
1101,45, Self-emp-inc,13, Married-civ-spouse, Machine-op-inspct,1,0,0,60, United-States, >50K,0,1,1,0,0,0,0
1102,39, Self-emp-inc,5, Married-civ-spouse, Exec-managerial,1,0,1651,40, Mexico, <=50K,0,0,0,1,0,0,0
1103,41, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,50, United-States, <=50K,0,0,1,0,0,0,0
1104,34, Self-emp-not-inc,12, Married-civ-spouse, Prof-specialty,0,0,0,25, United-States, >50K,0,1,0,0,0,0,0
1105,34, Local-gov,9, Divorced, Adm-clerical,0,0,0,33, United-States, <=50K,0,0,0,0,0,1,0
1106,31, Private,13, Never-married, Prof-specialty,1,0,0,47, United-States, <=50K,0,0,1,0,0,0,0
1107,29, Private,9, Never-married, Handlers-cleaners,1,0,0,25, United-States, <=50K,0,0,0,0,0,1,0
1108,41, Private,13, Married-civ-spouse, Craft-repair,1,3103,0,40, United-States, >50K,1,1,1,0,0,0,0
1109,41, Private,11, Married-civ-spouse, Transport-moving,1,0,0,55, United-States, <=50K,0,0,0,0,0,0,0
1110,35, Self-emp-inc,14, Married-civ-spouse, Sales,1,0,0,45, Mexico, >50K,0,1,0,0,0,0,1
1111,33, Private,13, Married-civ-spouse, Sales,0,0,0,45, United-States, >50K,0,1,1,0,0,0,0
1112,37, State-gov,13, Never-married, Adm-clerical,1,0,0,38, United-States, <=50K,0,0,1,0,0,0,0
1113,69, Private,9, Married-civ-spouse, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1114,34, Private,9, Divorced, Handlers-cleaners,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1115,60, Self-emp-inc,11, Married-civ-spouse, Machine-op-inspct,1,0,2415,70, ?, >50K,0,1,0,0,0,0,0
1116,36, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1117,41, Private,9, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
1118,58, Local-gov,13, Married-civ-spouse, Prof-specialty,0,0,0,40, United-States, >50K,0,1,1,0,0,0,0
1119,53, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,40, Japan, <=50K,0,0,1,0,0,0,0
1120,29, Private,10, Married-civ-spouse, Tech-support,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1121,45, Federal-gov,9, Divorced, Tech-support,0,4865,0,40, United-States, <=50K,1,0,0,0,0,1,0
1122,34, State-gov,10, Married-civ-spouse, Exec-managerial,1,0,0,38, United-States, <=50K,0,0,0,0,0,0,0
1123,36, Private,13, Married-civ-spouse, Tech-support,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1124,48, Private,10, Divorced, Other-service,0,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
1125,20, Private,11, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1126,35, Private,9, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, >50K,0,1,0,0,0,1,0
1127,63, Federal-gov,9, Widowed, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1128,41, Self-emp-not-inc,10, Divorced, Other-service,1,0,0,45, United-States, <=50K,0,0,0,0,0,0,0
1129,28, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,45, United-States, <=50K,0,0,1,0,0,0,0
1130,30, Private,10, Never-married, Machine-op-inspct,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1131,34, ?,9, Divorced, ?,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1132,31, Private,9, Never-married, Other-service,0,0,0,40, Mexico, <=50K,0,0,0,0,0,1,0
1133,37, Private,11, Never-married, Adm-clerical,0,0,0,38, United-States, <=50K,0,0,0,0,0,0,0
1134,42, ?,10, Divorced, ?,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1135,31, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,50, Jamaica, >50K,0,1,0,0,0,0,0
1136,46, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial,1,0,0,45, United-States, >50K,0,1,0,0,0,0,1
1137,35, Federal-gov,9, Married-civ-spouse, Adm-clerical,1,0,0,60, United-States, >50K,0,1,0,0,0,1,0
1138,27, Private,9, Married-civ-spouse, Craft-repair,1,0,0,53, United-States, <=50K,0,0,0,0,0,1,0
1139,41, Private,2, Married-civ-spouse, Craft-repair,1,0,0,35, Mexico, <=50K,0,0,0,1,0,0,0
1140,19, Private,10, Never-married, Other-service,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
1141,20, Private,10, Never-married, Sales,1,0,0,45, United-States, <=50K,0,0,0,0,0,0,0
1142,59, Federal-gov,9, Widowed, Sales,0,0,0,40, Germany, <=50K,0,0,0,0,0,1,0
1143,40, Private,13, Never-married, Other-service,1,0,0,37, United-States, <=50K,0,0,1,0,0,0,0
1144,56, Self-emp-not-inc,10, Married-civ-spouse, Sales,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1145,33, Private,14, Married-civ-spouse, Prof-specialty,1,15024,0,44, United-States, >50K,1,1,0,0,0,0,1
1146,30, Self-emp-inc,10, Never-married, Exec-managerial,0,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1147,46, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
1148,61, Self-emp-inc,9, Married-civ-spouse, Exec-managerial,1,0,0,35, United-States, >50K,0,1,0,0,0,1,0
1149,50, Self-emp-inc,9, Married-civ-spouse, Exec-managerial,1,7298,0,40, United-States, >50K,1,1,0,0,0,1,0
1150,25, Private,9, Never-married, Other-service,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
1151,40, Private,10, Divorced, Adm-clerical,0,0,0,39, United-States, <=50K,0,0,0,0,0,0,0
1152,24, ?,10, Never-married, ?,1,0,0,40, ?, <=50K,0,0,0,0,0,0,0
1153,51, Private,9, Married-civ-spouse, Craft-repair,1,0,0,54, United-States, <=50K,0,0,0,0,0,1,0
1154,43, State-gov,9, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1155,34, Private,10, Married-civ-spouse, Farming-fishing,1,0,0,54, Mexico, <=50K,0,0,0,0,0,0,0
1156,46, Private,9, Married-civ-spouse, Exec-managerial,1,0,0,45, United-States, >50K,0,1,0,0,0,1,0
1157,28, State-gov,14, Married-civ-spouse, Prof-specialty,0,0,0,50, United-States, >50K,0,1,0,0,0,0,1
1158,26, Private,13, Never-married, Transport-moving,1,0,0,40, ?, <=50K,0,0,1,0,0,0,0
1159,20, Private,9, Never-married, Handlers-cleaners,1,0,0,28, United-States, <=50K,0,0,0,0,0,1,0
1160,44, Private,11, Married-civ-spouse, Craft-repair,1,3411,0,40, United-States, <=50K,1,0,0,0,0,0,0
1161,51, Private,9, Widowed, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1162,33, Private,13, Married-civ-spouse, Sales,1,0,0,60, United-States, >50K,0,1,1,0,0,0,0
1163,54, Private,12, Married-civ-spouse, Tech-support,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1164,50, Private,13, Married-civ-spouse, Prof-specialty,0,0,1977,40, United-States, >50K,0,1,1,0,0,0,0
1165,33, Private,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1166,65, Private,13, Married-civ-spouse, Adm-clerical,1,10605,0,20, United-States, >50K,1,1,1,0,0,0,0
1167,22, ?,10, Never-married, ?,0,0,0,8, United-States, <=50K,0,0,0,0,0,0,0
1168,88, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,0,0,1,0,0
1169,40, Private,9, Divorced, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1170,51, Private,9, Divorced, Adm-clerical,0,0,0,43, United-States, <=50K,0,0,0,0,0,1,0
1171,50, Private,7, Divorced, Other-service,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
1172,25, Private,14, Married-civ-spouse, Farming-fishing,1,0,0,99, United-States, >50K,0,1,0,0,0,0,1
1173,20, Private,11, Never-married, Other-service,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
1174,47, Private,9, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1175,58, ?,10, Married-civ-spouse, ?,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1176,22, Private,11, Never-married, Adm-clerical,0,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
1177,50, State-gov,9, Married-civ-spouse, Prof-specialty,1,0,0,48, United-States, >50K,0,1,0,0,0,1,0
1178,47, Private,9, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1179,24, Local-gov,7, Never-married, Other-service,1,0,0,45, United-States, <=50K,0,0,0,1,0,0,0
1180,50, ?,9, Married-civ-spouse, ?,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
1181,40, Private,13, Divorced, Exec-managerial,0,0,0,45, United-States, >50K,0,1,1,0,0,0,0
1182,36, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1183,32, Private,9, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1184,44, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1185,51, ?,14, Married-civ-spouse, ?,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,1
1186,59, Federal-gov,10, Never-married, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1187,65, Private,9, Married-civ-spouse, Craft-repair,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
1188,24, State-gov,13, Never-married, Adm-clerical,0,0,0,65, United-States, <=50K,0,0,1,0,0,0,0
1189,27, Local-gov,13, Never-married, Prof-specialty,1,0,0,35, United-States, <=50K,0,0,1,0,0,0,0
1190,51, Private,11, Divorced, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1191,48, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1192,39, Private,9, Married-civ-spouse, Transport-moving,1,0,0,60, United-States, <=50K,0,0,0,0,0,1,0
1193,28, Private,13, Married-civ-spouse, Tech-support,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1194,19, Private,10, Never-married, Other-service,0,0,0,25, United-States, <=50K,0,0,0,0,0,0,0
1195,49, Local-gov,13, Divorced, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1196,51, Local-gov,12, Married-civ-spouse, Prof-specialty,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1197,59, Private,14, Married-civ-spouse, Prof-specialty,1,0,0,55, United-States, <=50K,0,0,0,0,0,0,1
1198,18, Private,9, Never-married, Machine-op-inspct,0,0,0,40, Dominican-Republic, <=50K,0,0,0,0,0,1,0
1199,50, Private,9, Married-civ-spouse, Craft-repair,1,4386,0,40, ?, <=50K,1,0,0,0,0,1,0
1200,45, Federal-gov,9, Married-civ-spouse, Adm-clerical,1,0,0,80, United-States, >50K,0,1,0,0,0,1,0
1201,30, Local-gov,13, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,1,0,0,0,0
1202,37, Private,13, Divorced, Craft-repair,1,0,0,35, United-States, <=50K,0,0,1,0,0,0,0
1203,44, Private,13, Never-married, Other-service,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
1204,33, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1205,61, Self-emp-inc,14, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,0,0,0,0,1
1206,61, Local-gov,9, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1207,38, Private,13, Married-civ-spouse, Sales,1,0,0,42, United-States, >50K,0,1,1,0,0,0,0
1208,22, ?,10, Never-married, ?,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
1209,36, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
1210,44, Self-emp-inc,10, Married-civ-spouse, Sales,1,5178,0,60, United-States, >50K,1,1,0,0,0,0,0
1211,37, Private,10, Separated, Adm-clerical,1,0,0,62, United-States, <=50K,0,0,0,0,0,0,0
1212,31, Private,10, Divorced, Craft-repair,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
1213,54, Private,16, Married-civ-spouse, Prof-specialty,1,15024,0,45, United-States, >50K,1,1,0,0,1,0,0
1214,20, Private,10, Never-married, Other-service,1,0,0,16, United-States, <=50K,0,0,0,0,0,0,0
1215,63, ?,13, Widowed, ?,0,0,0,40, United-States, >50K,0,1,1,0,0,0,0
1216,48, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair,1,7688,0,40, United-States, >50K,1,1,0,0,0,0,0
1217,33, ?,9, Divorced, ?,0,0,0,41, China, <=50K,0,0,0,0,0,1,0
1218,31, Private,13, Divorced, Exec-managerial,1,4650,0,45, United-States, <=50K,1,0,1,0,0,0,0
1219,38, Private,15, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,0,0,1,0,0
1220,45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
1221,48, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1222,53, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1223,55, Private,9, Widowed, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1224,38, Private,14, Married-civ-spouse, Transport-moving,1,0,0,72, ?, >50K,0,1,0,0,0,0,1
1225,29, Private,9, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1226,36, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,60, United-States, >50K,0,1,1,0,0,0,0
1227,42, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1228,50, Private,9, Divorced, Adm-clerical,0,0,0,40, England, <=50K,0,0,0,0,0,1,0
1229,75, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty,1,0,0,35, United-States, <=50K,0,0,0,0,1,0,0
1230,46, Private,13, Married-civ-spouse, Prof-specialty,1,0,1902,40, United-States, >50K,0,1,1,0,0,0,0
1231,52, Federal-gov,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1232,27, Private,13, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1233,43, Private,9, Married-civ-spouse, Craft-repair,1,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
1234,31, Private,7, Separated, Other-service,0,0,0,42, United-States, <=50K,0,0,0,1,0,0,0
1235,23, Private,10, Never-married, Sales,0,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
1236,34, Private,9, Never-married, Sales,0,0,0,24, United-States, <=50K,0,0,0,0,0,1,0
1237,41, Self-emp-not-inc,9, Married-civ-spouse, Sales,0,0,0,40, Cuba, <=50K,0,0,0,0,0,1,0
1238,31, Private,9, Never-married, Other-service,0,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
1239,42, Private,10, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1240,35, Private,14, Never-married, Prof-specialty,1,0,0,45, United-States, >50K,0,1,0,0,0,0,1
1241,55, Private,9, Separated, Adm-clerical,0,0,0,25, United-States, <=50K,0,0,0,0,0,1,0
1242,36, State-gov,9, Widowed, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1243,65, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial,1,0,0,59, United-States, >50K,0,1,0,0,0,1,0
1244,38, Local-gov,10, Never-married, Other-service,1,0,0,12, United-States, <=50K,0,0,0,0,0,0,0
1245,62, Private,10, Widowed, Other-service,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
1246,54, Self-emp-inc,15, Married-civ-spouse, Prof-specialty,1,99999,0,60, United-States, >50K,1,1,0,0,1,0,0
1247,49, Private,9, Divorced, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1248,34, Private,9, Married-civ-spouse, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1249,32, Private,9, Never-married, Handlers-cleaners,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1250,51, Self-emp-inc,14, Married-civ-spouse, Exec-managerial,1,15024,0,50, United-States, >50K,1,1,0,0,0,0,1
1251,48, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1252,30, Private,9, Married-civ-spouse, Adm-clerical,1,0,0,40, ?, <=50K,0,0,0,0,0,1,0
1253,52, Federal-gov,9, Divorced, Adm-clerical,0,0,0,43, United-States, <=50K,0,0,0,0,0,1,0
1254,28, Self-emp-not-inc,10, Never-married, Transport-moving,1,0,1762,40, United-States, <=50K,0,0,0,0,0,0,0
1255,29, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1256,38, Private,13, Never-married, Adm-clerical,0,0,0,50, United-States, <=50K,0,0,1,0,0,0,0
1257,57, Private,9, Married-civ-spouse, Sales,1,0,0,50, United-States, >50K,0,1,0,0,0,1,0
1258,43, Federal-gov,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
1259,37, State-gov,10, Separated, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1260,30, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1261,53, Private,9, Married-civ-spouse, Transport-moving,1,0,0,48, United-States, >50K,0,1,0,0,0,1,0
1262,69, ?,11, Widowed, ?,0,0,0,1, United-States, <=50K,0,0,0,0,0,0,0
1263,73, Private,9, Widowed, Other-service,0,0,0,37, United-States, <=50K,0,0,0,0,0,1,0
1264,22, Self-emp-inc,10, Never-married, Craft-repair,1,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
1265,31, Private,9, Never-married, Sales,0,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
1266,38, Private,13, Married-civ-spouse, Prof-specialty,1,0,1887,40, United-States, >50K,0,1,1,0,0,0,0
1267,50, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair,1,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
1268,37, Private,10, Married-civ-spouse, Adm-clerical,1,0,0,37, United-States, <=50K,0,0,0,0,0,0,0
1269,44, Local-gov,13, Divorced, Protective-serv,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1270,47, Private,13, Never-married, Exec-managerial,0,0,0,45, United-States, <=50K,0,0,1,0,0,0,0
1271,27, Private,10, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1272,28, Private,12, Never-married, Other-service,0,0,0,80, United-States, <=50K,0,0,0,0,0,0,0
1273,25, Private,9, Never-married, Tech-support,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1274,20, Private,10, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1275,51, Local-gov,13, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
1276,46, Private,13, Married-civ-spouse, Sales,1,0,1977,40, United-States, >50K,0,1,1,0,0,0,0
1277,67, Private,13, Married-civ-spouse, Protective-serv,1,6514,0,7, United-States, >50K,1,1,1,0,0,0,0
1278,47, Private,9, Married-civ-spouse, Transport-moving,1,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
1279,42, Private,9, Married-civ-spouse, Sales,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1280,52, Private,9, Never-married, Sales,1,0,1876,50, United-States, <=50K,0,0,0,0,0,1,0
1281,42, Federal-gov,12, Divorced, Prof-specialty,0,0,0,40, Philippines, >50K,0,1,0,0,0,0,0
1282,65, ?,9, Married-civ-spouse, ?,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
1283,21, Private,10, Never-married, Farming-fishing,1,0,0,10, United-States, <=50K,0,0,0,0,0,0,0
1284,50, Private,9, Married-civ-spouse, Adm-clerical,0,5178,0,40, United-States, >50K,1,1,0,0,0,1,0
1285,46, Private,10, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1286,47, Self-emp-not-inc,13, Married-civ-spouse, Sales,1,15024,0,50, United-States, >50K,1,1,1,0,0,0,0
1287,57, Private,6, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
1288,37, Private,13, Never-married, Exec-managerial,1,0,0,45, United-States, <=50K,0,0,1,0,0,0,0
1289,50, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1290,58, ?,8, Married-civ-spouse, ?,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1291,63, Self-emp-not-inc,2, Widowed, Other-service,0,0,0,30, El-Salvador, <=50K,0,0,0,1,0,0,0
1292,39, Private,9, Married-civ-spouse, Transport-moving,1,0,0,65, United-States, <=50K,0,0,0,0,0,1,0
1293,46, Private,14, Married-civ-spouse, Prof-specialty,1,0,0,35, United-States, <=50K,0,0,0,0,0,0,1
1294,36, Private,9, Married-civ-spouse, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1295,26, Private,3, Married-civ-spouse, Craft-repair,1,0,1628,50, United-States, <=50K,0,0,0,1,0,0,0
1296,21, Private,10, Never-married, Other-service,1,0,0,57, United-States, <=50K,0,0,0,0,0,0,0
1297,41, Private,12, Married-civ-spouse, Tech-support,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1298,44, Local-gov,10, Never-married, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1299,22, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1300,29, Federal-gov,10, Never-married, Armed-Forces,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
1301,29, Private,9, Never-married, Other-service,0,0,0,40, Japan, <=50K,0,0,0,0,0,1,0
1302,58, Self-emp-inc,10, Married-civ-spouse, Transport-moving,0,0,0,40, United-States, >50K,0,1,0,0,0,0,0
1303,36, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, <=50K,0,0,0,0,1,0,0
1304,30, Private,11, Married-civ-spouse, Exec-managerial,1,0,0,48, United-States, <=50K,0,0,0,0,0,0,0
1305,37, Private,13, Married-civ-spouse, Machine-op-inspct,1,0,0,43, United-States, >50K,0,1,1,0,0,0,0
1306,29, Private,11, Never-married, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
1307,26, Private,3, Never-married, Adm-clerical,0,0,0,40, Mexico, <=50K,0,0,0,1,0,0,0
1308,43, Private,9, Married-civ-spouse, Sales,1,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
1309,49, Private,9, Married-civ-spouse, Craft-repair,0,0,0,40, United-States, >50K,0,1,0,0,0,1,0
1310,45, Federal-gov,13, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1311,28, Private,13, Never-married, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
1312,20, ?,10, Never-married, ?,0,0,0,25, United-States, <=50K,0,0,0,0,0,0,0
1313,51, Private,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
1314,32, Private,10, Married-civ-spouse, Handlers-cleaners,1,0,0,50, Canada, >50K,0,1,0,0,0,0,0
